0, 0
1, 0
2, 0
3, 0
4, 0
5, 0
6, 0
7, 0
8, 0
9, 0
10, 0
11, 0
12, 0
13, 0
14, 0
15, 0
16, 0
17, 0
18, 0
19, 0
20, 0
21, 0
22, 0
23, 0
24, 0
25, 0
26, 0
27, 0
28, 0
29, 0
30, 0
31, 0
32, 0
33, 0
34, 0
35, 0
36, 0
37, 0
38, 0
39, 0
40, 0
41, 0
42, 0
43, 0
44, 0
45, 0
46, 0
47, 0
48, 0
49, 0
50, 0
51, 0
52, 0
53, 0
54, 0
55, 0
56, 0
57, 0
58, 0
59, 2
60, 14
61, 44
62, 152
63, 1141
64, 2439
65, 2714
66, 2556
67, 2798
68, 2426
69, 1987
70, 1940
71, 1587
72, 1483
73, 1121
74, 1154
75, 949
76, 835
77, 791
78, 735
79, 745
80, 729
81, 703
82, 666
83, 614
84, 617
85, 570
86, 523
87, 480
88, 463
89, 476
90, 430
91, 447
92, 404
93, 350
94, 348
95, 352
96, 368
97, 380
98, 326
99, 359
100, 394
101, 357
102, 392
103, 387
104, 411
105, 366
106, 396
107, 399
108, 440
109, 403
110, 424
111, 432
112, 477
113, 452
114, 444
115, 471
116, 514
117, 591
118, 616
119, 608
120, 632
121, 700
122, 684
123, 764
124, 827
125, 741
126, 925
127, 1063
128, 1205
129, 1321
130, 1486
131, 1571
132, 1575
133, 1458
134, 1320
135, 1315
136, 1360
137, 1294
138, 1268
139, 1262
140, 1310
141, 1322
142, 1504
143, 1783
144, 1678
145, 1453
146, 1829
147, 2089
148, 2596
149, 3147
150, 3274
151, 3207
152, 3055
153, 3050
154, 2796
155, 2396
156, 2368
157, 2346
158, 2132
159, 1955
160, 1911
161, 2175
162, 2045
163, 2020
164, 2151
165, 2074
166, 2127
167, 1893
168, 1464
169, 1316
170, 1228
171, 1222
172, 1043
173, 1090
174, 1451
175, 1205
176, 792
177, 746
178, 750
179, 644
180, 791
181, 1236
182, 1815
183, 2255
184, 2144
185, 1617
186, 1996
187, 2356
188, 1763
189, 1442
190, 297
191, 129
192, 22
193, 8
194, 1
195, 0
196, 0
197, 0
198, 0
199, 0
200, 0
201, 0
202, 0
203, 0
204, 0
205, 0
206, 0
207, 0
208, 0
209, 0
210, 0
211, 0
212, 0
213, 0
214, 0
215, 0
216, 0
217, 0
218, 0
219, 0
220, 0
221, 0
222, 0
223, 0
224, 0
225, 0
226, 0
227, 0
228, 0
229, 0
230, 0
231, 0
232, 0
233, 0
234, 0
235, 0
236, 0
237, 0
238, 0
239, 0
240, 0
241, 0
242, 0
243, 0
244, 0
245, 0
246, 0
247, 0
248, 0
249, 0
250, 0
251, 0
252, 0
253, 0
254, 0
255, 0
